SMILES,MolWt,LogP,QED
CCOC(=O)C1=C(C)NC2=C(C(=O)C(C(=O)OC)C(C)C2)C1c1ccc(C)c([N+](=O)[O-])c1,442.1740012,3.07932,0.31919821
O=C(CCN1CCN(S(=O)(=O)c2cccc([N+](=O)[O-])c2)CC1)Nc1ccccc1F,436.121669,2.069,0.525203071
CC(C)=CC1C(C(=O)OCc2nc3ccccc3s2)C1(C)C,315.1292999,4.5779,0.61224737
CCOC(=O)C1CN2CCCCC2CC1=O,225.1364935,0.993,0.519215261
CCCNC(=O)C(C)N(Cc1ccc(Br)cc1)C(=O)COc1ccc(C(C)C)cc1,474.151805,4.8948,0.532289258
CN(C)C(=O)C1CSCN1C(=O)C1CC1c1c(F)cccc1F,340.1057053,2.058,0.845659115
COc1ccc(NS(=O)(=O)c2cc(-c3cc(C)n[nH]3)oc2C)c(OC)c1,377.1045417,3.10454,0.683559443
CSCCC(=O)NC1CC(c2nnc(CO)n2C)C1,284.1306969,0.4227,0.791312222
CCN(Cc1ccccc1)C(=O)c1cn2c(nc1=O)C1(CCN(C(=O)c3ccsc3)C1)CC2,462.1725617,3.1547,0.58381716
CC(NC1CCCC1)=C1C(=O)N(c2ccc([N+](=O)[O-])cc2)N=C1c1ccccc1,390.1691906,4.1519,0.471843304
CCN(CC)CCOC(=O)c1cc(Cl)cc(N)c1O,286.1084201,2.1264,0.475881125
Cc1cncc(NC(=O)C(=O)N(CCc2cccc(F)c2)C2CC2)c1,341.1539551,2.70132,0.850754279
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2)c(Cl)c1,408.1007479,4.6261,0.782846235
COc1ncccc1CNC(=O)Cc1cccc(C(F)(F)F)c1,324.1085624,2.9679,0.919820571
O=C1NC(=S)NC(=O)C12C(c1ccccc1)NC(=S)NC2c1ccccc1,396.0714678,1.464,0.454639464
CCCC(C)NC(=O)C1CCN(Cc2ccc(Cl)cc2)CC1,322.1811912,3.8568,0.862268472
CS(=O)(=O)N1CC(CNC(=O)N2CCC=C(c3ccccc3)C2)C1,349.1460126,1.3767,0.892675432
O=C(COc1ccc2c(c1)CCC2)NC1CCCc2ccccc21,321.172879,3.7479,0.931232141
CCOC(=O)c1cccc(N(CC)C(=O)c2cnn(-c3ccccc3)n2)c1,364.1535405,3.1107,0.628225324
O=C(Nc1cccc(-c2nnnn2C2CC2)c1)c1ccco1,295.1069247,2.5203,0.798929441
COC(=O)c1ccc(Cl)c(NC(=O)C(C)Oc2ccc(Cl)c(C)c2)c1,381.0534634,4.49442,0.774091011
Cc1ccc(C)c(-c2n[nH]cc2C2CC(=O)Nc3n[nH]c(C(=O)O)c32)c1,351.1331394,2.58894,0.57728025
CCOc1ccc(-c2ccc(NS(=O)(=O)c3ccc(OC)c(OC)c3)cc2)nn1,415.1201918,3.3603,0.602059401
Cc1cc(C(=O)N2CCC3(CC2)CC(=O)N(C)C3)n(CCN(C)C)n1,347.2321252,0.83762,0.809674332
CN(C)C(=O)CN1CCC(NC(=O)CCn2cnc3ccccc32)C(O)C1,373.2113897,0.066,0.747654225
CCCN1CCN(C2CCc3c(c(C(=O)O)nn3CCC)C2)CC1,334.2368762,1.8762,0.860524477
CCc1nccn1CCC(=O)N1CCCC1c1ccnc(N(C)C)c1,341.2215605,2.6603,0.810480431
CC(O)c1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2)c(F)c1,364.1398625,3.1196,0.910195758
CC(NCC(F)(F)C(=O)O)C1(C)CC1,207.1070852,1.4845,0.717583739
COc1cnc(C(=O)N2CCC3(OC)CCC(OC)CC23)cc1O,336.1685219,1.5944,0.899271294
CSc1ncc(C(=O)N2CCN3CCCC3C2)cn1,278.1201322,1.1187,0.599159754
COc1ccc(NC(=O)COC(=O)CCC(=O)Nc2ccccc2)cc1,356.1372217,2.5958,0.70925828
Cc1c(C(=O)NC2CCCC2)sc2ncnc(N3CCCCCC3)c12,358.1827325,4.05252,0.899048988
Cc1c(C#N)c(NC(=O)CN(C)Cc2nc3ccccc3c(=O)[nH]2)n(Cc2ccco2)c1C,444.1909886,2.92492,0.452240999
CCCc1nn(CC(=O)Nc2c(C)cccc2C)c(=S)n1-n1cccc1,369.1623314,3.73503,0.673656025
CC(NC(=O)C1CN(S(C)(=O)=O)c2cc(Cl)ccc2O1)c1ccc2c(c1)CCCC2,448.122356,3.6232,0.774553682
O=C(NCc1cccnc1)c1snnc1-c1cccs1,302.0296029,2.5916,0.804096021
Cc1ccc(S(=O)(=O)CC(C)(O)C(=O)Nc2cccc(C(F)(F)F)c2)cc1,401.0908637,3.17722,0.806206603
Cc1cccc(S(=O)(=O)Nc2ccc(C3(C(=O)NC4CCC(C)CC4)CC3)cc2)c1,426.1977138,4.52232,0.712943753
N#CC(NC(=O)C1CC1c1cccc(F)c1F)c1cccc(Br)c1,390.0179316,4.21188,0.849142963
Cc1ccoc1C(=O)NC(=S)Nc1ccc(F)cc1F,296.043105,2.99302,0.836559738
Cc1cc(S(=O)(=O)N2CCC(S(C)(=O)=O)CC2)c(Cl)cc1Cl,384.9976054,2.49952,0.800417203
Cc1ccc(C2=NN(C(=O)CSc3nnc(Cc4csc(C)n4)o3)C(c3ccco3)C2)cc1,479.1085815,4.79674,0.351328769
CC1CCCN(c2ccc(C(=O)NOC3CCCCO3)cc2[N+](=O)[O-])C1,363.1794209,3.0191,0.638290161
CCCn1cnc2scc(-c3ccc(OC)cc3)c2c1=O,300.0932488,3.5436,0.73994031
O=C(Cn1cnc2ccccc2c1=O)N1CCn2cccc2C1c1ccccn1,385.1538748,2.2248,0.542120916
CC(C)CC(NC(=O)C(C)CCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,452.2311221,4.1668,0.501923859
Cc1cc(Oc2cccc(F)c2)nc(Cl)n1,238.0309188,3.36982,0.752732765
N#Cc1ccccc1NS(=O)(=O)c1ccccc1[N+](=O)[O-],303.0313768,2.26728,0.687147859
O=C(NC1CCC(C(=O)NCC2C(C(=O)O)C2(F)F)C1)OCC1c2ccccc2-c2ccccc21,484.1809784,3.7759,0.555016642
CCC(C(=O)Nc1ccc(OC(F)(F)F)cc1)N(c1ccc(C)c(C)c1)S(C)(=O)=O,444.1330629,4.38534,0.687573562
CCN(C(=O)CSc1nc2c(=O)[nH]cnc2n1-c1ccccc1)c1ccccc1,405.1259458,3.254,0.49797574
CC(=O)N1CCN(c2cccc(N)c2C)C1=O,233.1164267,1.36572,0.74474256
CCCOCc1cc(C(=O)Nc2cc(Cl)ccc2C)ccc1OC,347.1288212,4.83592,0.729147637
O=C(C=c1sc2n(c1=O)CCN=2)Nc1ccc(Cl)cc1,307.0182252,0.6156,0.883650698
Cc1ccc(C2(O)c3ccccc3C(=O)N2C(C)C)c(C)c1,295.1572289,3.36104,0.922610606
CC(C)(C)c1ccc(C2CCCN2CC(=O)O)cc1,261.172879,3.2056,0.907974415
COC(=O)c1ccc(C=CC(=O)c2ccc(O)c(OC)c2)cc1,312.0997736,3.0835,0.521618237
Fc1cccc(OC(F)(F)F)c1Cl,213.9808553,3.3777,0.651472453
O=C(CC1SC(N2CCCC2)=NC1=O)Nc1ccc(C(=O)NC2CC2)cc1,386.1412616,2.0012,0.807741947
O=c1cc(CSc2ccccn2)nc2n1CCS2,277.034354,2.0363,0.634454528
CC(=O)c1ccc(C(=O)N2CCN(Cc3cc(C)no3)CC2)s1,333.1147125,2.20512,0.802647319
CCc1nnc(C(C)Sc2nnc(CCC3CCCCC3)o2)o1,336.161997,4.3812,0.694101751
CCC(C(=O)Nc1cc(C)cc(C)n1)c1ccccc1,268.1575633,3.83074,0.9152507
O=C1CCC(=O)N1c1ccc(S(=O)(=O)NCCc2ccccc2)cc1,358.0987281,1.861,0.799149875
CCNC(=O)COc1ccc(-c2ccc3c(c2)OCO3)cc1CN1CCCC(C)C1,410.2205574,3.8291,0.751811419
CN(C)Cc1cnc2n1CCN(C(=O)CC1CC1)CC2,276.1950114,1.1295,0.827607691
COC1CCN(C(=O)c2ccc(C#CC(C)(C)O)cc2)C1,287.1521435,1.6699,0.841859479
Cc1ccc(Nc2nccc(C3CN(C(C)C)C3)n2)nc1,283.1796957,2.73122,0.934723601
COCCOCCCNS(=O)(=O)c1ccccc1,273.1034791,1.018,0.682226421
CCSc1nnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2C)s1,370.0228033,3.59752,0.451538943
Cc1ccccc1CC1(CO)CCCN(C(=O)CCCc2ccc(F)cc2)C1,383.2260574,4.30062,0.774361604
CC(C)C(OC(=O)CC1CCCC1)C(=O)NC(N)=O,270.1579572,1.3294,0.736078727
Cc1onc(-c2ccccc2)c1C(=O)Nc1sc2c(c1C#N)CCC(C)C2,377.1197978,4.9603,0.699499651
CC1CN(S(=O)(=O)c2ccc(NC(=O)CCCN3C(=O)c4ccccc4C3=O)cc2)CC(C)O1,485.1620566,2.4994,0.603195893
CCCc1ccc(S(=O)(=O)Nc2ccc(C)c(Cl)c2)cc1,323.0746775,4.40172,0.885941742
CC(c1ccccc1F)N1CCN(C(=O)CCc2cscn2)CC1,347.1467615,3.1202,0.833763566
Cn1ccnc1SCC(=O)NCC(c1ccccc1)N1CCCCCC1,372.1983825,3.2457,0.758250137
CCCNC(=O)C(CC)N(Cc1ccccc1C)C(=O)COc1ccc([N+](=O)[O-])c(OC)c1,457.2212857,3.62422,0.384902684
Cc1ccc(C)c2[nH]c(=O)c(CN(CCN3CCOCC3)C(=S)NCC3CCCO3)cc12,458.2351619,2.33264,0.61739859
O=C(NCCCN1CCCCC1)c1ccccc1,246.1732133,2.2924,0.808488351
Cc1nc([N+](=O)[O-])cn1CC(=O)N(C)C1CCCCC1,280.1535405,1.89082,0.622686487
COc1ccc(C(=O)NC2CCN(CC(=O)NCc3ccccc3)CC2)cc1,381.2052417,2.2058,0.77148464
COc1ccc(C(CNC(=O)C2CC2c2cnn(C)c2)c2c[nH]c3ccccc23)cc1,414.2055761,3.9618,0.480802924
CC(C(=O)Nc1ccc(Cc2ccncc2)cc1)N(c1ccccc1)S(C)(=O)=O,409.1460126,3.4656,0.648065882
COc1ccccc1C1C2C(=O)N(c3ccc(Cl)c(F)c3)C(=O)C2N2CCCN12,415.1098974,3.0233,0.72119956
NCC1CCCN1C(=O)c1c[nH]c(=O)c(Br)c1,299.0269388,0.7007,0.843613746
COc1ccc(CCNC(=O)C(=O)N2CCCCCC2)cc1OC,334.1892573,1.7651,0.833442651
CCOc1ccccc1NC(=O)C1=C(C)Nc2ncnn2C1c1cccc(O)c1,391.1644395,3.31,0.616841964
COc1cc(C=C2SC(=S)N(CCCCCC(=O)O)C2=O)ccc1O,381.0704647,3.247,0.405958822
CC(C)(C)OC(=O)N1CCN(C(C(=O)O)c2c[nH]c3ccccc23)CC1,359.1845063,2.8463,0.880054365
COc1cc2c(cc1OC)CN(C(C)C(=O)NC(C)(C#N)C(C)C)CC2,359.2208918,2.50488,0.844630297
CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2CC2CCCO2)cc1,479.1944023,4.0039,0.572019727
Cn1c(C(=O)N2CCCC(C(=O)c3cc(F)ccc3F)C2)cc(=O)n(C)c1=O,391.1343625,1.0973,0.734086461
O=C(c1cccc(N2CCCCS2(=O)=O)c1)N1CCCCCC1,336.1507636,2.6328,0.834065486
Cc1cc(Br)cc([N+](=O)[O-])c1NC(=O)C(C)c1ccccc1,362.0266044,4.40792,0.646141309
Cc1ccc(S(=O)(=O)N2CCC(O)(c3c[nH]nn3)C2)c(C)c1,322.1099614,0.70374,0.866578425
CCN(CC)C(=O)c1ccc(NC(C)C(=O)Nc2ccc(C(C)=O)cc2)cc1,381.2052417,3.8103,0.681741391
CC1CCCC(C)N1C(=O)CSc1nnc(-c2ccccn2)n1Cc1ccccc1,421.1936315,4.27,0.556325486
O=C(CCc1ccncc1)Nc1cc(Cl)cc2c1OCC2,302.0822054,3.2412,0.943030331
CC(c1cccc([N+](=O)[O-])c1)N1CCN(CC(=O)N2CCCCC2C)CC1,374.2317908,2.6744,0.585359929
COC(=O)CC1(CN2CCN(C(C)c3nc(-c4ccccc4)no3)CC2)CC1,384.2161408,2.7585,0.679820803
COc1ccccc1OCC(=O)NC(C)(C)CC(C)(C)C,293.1990937,3.405,0.874107063
C#Cc1ccc(C2CC2(N)C(=O)O)cc1,201.0789786,0.9373,0.699721907
Cc1cccc(-c2ncc(CNCCN3CCCC(C(N)=O)C3)cn2)c1,353.2215605,1.73892,0.740896517
Cc1ccc(CNC(=O)C2C3C=CC4(CN(Cc5ccccc5Cl)C(=O)C24)O3)cc1,422.1397203,3.24682,0.752346647
CC1(C(=O)NCc2cn(-c3ccccc3)nc2-c2ccccc2)Cc2ccccc2C(=O)O1,437.1739416,4.3273,0.471955124
CCOC(=O)c1c(C)oc2c1C(=CNC1CCS(=O)(=O)C1)C(=O)c1ccccc1-2,415.1089584,2.74562,0.604921076
COc1cccc(CNCCCn2ccnc2)c1OCC(O)CN1CCOCC1,404.2423555,1.1435,0.513680536
O=S(=O)(NCC(c1cccs1)N1CCc2ccccc2C1)c1ccc(Cl)cc1,432.0732976,4.4794,0.624338731
O=C(Cc1csc(Nc2ccc(OC(F)(F)F)cc2)n1)NCc1ccncc1,408.0867814,4.0392,0.617200527
O=C(c1ccc(C2CCCCC2)cc1)N1CCN(C(=O)C2CCCO2)CC1,370.2256428,3.1977,0.8209713
O=C(NCCc1noc(C2CCCO2)n1)Nc1cccc(-c2ccn[nH]2)c1,368.1596885,2.6754,0.615550012
CC(C)C(NC(=O)C1CC(=O)N(c2ccccc2Br)C1)C(O)c1ccccc1,444.1048548,3.6764,0.713113959
COc1ccc(NC(=O)CSc2ccc(-c3nc(C)no3)cn2)cc1Cl,390.055339,3.83282,0.639290155
Cc1ccc(NC(=O)CSc2ncc(-c3ccccc3)n2C)c(C)c1,351.1405333,4.43474,0.691618895
COc1ccc(-c2ccccc2)cc1N1C(=O)CC(SC(=N)NN=Cc2ccc(Cl)cc2)C1=O,492.1022892,4.93917,0.219830735
C#CCOCC(O)CN(Cc1ccccc1C)C1CC1,273.172879,1.97012,0.580461454
Clc1cccc(N2CCN(C3CCCN(Cc4ccccc4)C3)CC2)c1,369.1971756,4.1266,0.801958312
Cc1nn(C)c(Cn2cc(N)cn2)c1Br,269.0276075,1.31802,0.894731827
COC(=O)c1cn(C(=O)c2ccc(OC)c(F)c2)c2ccccc12,327.0906861,3.2641,0.692937756
CCOc1ccc(C(=O)O)cc1S(=O)(=O)N1CCCC1,299.0827436,1.568,0.891826645
C(=Cc1nn2c(CN3CCCCC3)nnc2s1)c1ccccc1,325.1361166,3.3421,0.737910956
NC(=O)C1CCCN(C(=O)COc2ccc(Cl)cc2Br)C1,374.0032822,2.2052,0.876679912
COc1cc(NC2CC(c3nnc(Cn4cccn4)n3C)C2)nc(N)n1,355.1869063,0.7988,0.665702776
CCCn1c(=O)c2c(C(=O)NCCC3=CCCCC3)cc(=O)n(CCC)c2n(C)c1=O,428.2423555,2.3022,0.65289442
CCCCN(Cc1ccccc1)C(=O)CC1(c2ccccc2C)CC(=O)N(Cc2cccnc2)C1=O,483.2521919,4.80592,0.388336971
CC(C(=O)Nc1cccc(Cl)c1Cl)N1CCN(S(=O)(=O)C=Cc2ccccc2)CC1,467.083718,3.9387,0.697631531
CC(CNC(=O)C1CCNC1)Sc1ccc(Br)cc1,342.0401463,2.6554,0.807969536
Cc1nc2c(cnn2C(C)C)cc1C(=O)OCC1CCCO1,303.1582915,2.65642,0.812368403
CC(C)(C)OC(=O)n1ccc2cccc(B3OC(C)(C)C(C)(C)O3)c21,343.1954887,3.7237,0.740707946
CCOc1ccc(C2Nn3c(CC)nnc3SC2C(=O)Nc2cc(Cl)ccc2C)cc1,457.1339237,4.59882,0.562686937
Clc1ccc2oc(-c3cccnc3)cc2c1,229.0294416,4.1482,0.626630899
COc1ccc(CN2CCCC(O)(COc3ccc(C)cc3)CC2)cc1OCCCn1ccnc1C,493.2940567,4.77364,0.388126718
CC(NC(=O)Nc1ccccc1Cl)C(=O)O,242.0458199,1.9346,0.757916898
Cc1cc(C)nc(N2CCC(C(N)=O)(N3CCCCC3)CC2)n1,317.2215605,1.40364,0.911922284
Cc1ccc(OCCNC(=O)c2ccc(N3CCCCC3)cc2)cc1C,352.2150781,4.10254,0.795906392
CC(C)(NC(=O)N1CCOCC1)c1cccc(C(C)(C)NC(=O)N2CCOCC2)c1,418.2580056,2.2404,0.785651289
Nc1sccc1C(=O)c1ccccc1Br,280.950997,3.3238,0.858497131
NC(=O)c1ccc(Nc2ccc(F)cc2)c([N+](=O)[O-])c1,275.0706194,2.5764,0.661343178
CCOc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)c4ccc(OC)cc4OC)cc3n2)cc1,491.1627253,4.27162,0.369926094
Cc1ccc(Cl)cc1C(=O)N1CCC(C2OCCC2C(N)=O)CC1,350.1397203,2.39102,0.909262357
Cn1nc(-c2ccc(Cl)cc2)cc1NC(=O)Nc1ccccc1,326.0934388,4.3845,0.749811576
Cc1ccc(-c2n[nH]cc2CNc2ccc(-c3ncn(C)n3)cc2)cc1,344.1749446,3.79272,0.577668031
CC1=C(C)CC(S(=O)(=O)O)C(CC2(N)CC2)C1,259.1242145,1.8706,0.598679733
CCN(CC)S(=O)(=O)c1ccc(OCC(=O)Nc2ccccc2C)c(Cl)c1,410.1067059,3.69642,0.719508301
O=C(NC1COCCC1Oc1ccccc1)c1ccc2cc[nH]c2c1,336.1473925,3.1342,0.769273026
COc1ccc(NC(=O)c2oc3ccccc3c2NC(=O)COc2ccc(F)cc2)c(OC)c1,464.1383646,4.8589,0.386497639
Cc1ccc(S(=O)(=O)N=C(NCc2ccccc2)c2ccc(F)cc2)cc1,382.1151271,4.05942,0.534759136
O=C1c2ccccc2CSc2sccc21,232.0016569,3.5848,0.69023715
Nc1nc(CCC(=O)N2CCN(Cc3ccccc3)CC(O)C2)cs1,360.161997,1.3632,0.841331453
CCC(C)c1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)cc1,321.1953457,4.53624,0.749522511
Cc1c(-c2nc(N)nc(Nc3ccc(F)cc3)n2)oc2ccccc12,335.1182383,4.05812,0.586692624
CC1CN(Cc2nc3cc(Cl)ccc3c(=O)[nH]2)CCO1,293.0931044,1.7972,0.917128752
Cc1ccc(OCC(C)NC(=O)c2cccc(S(=O)(=O)Nc3ccccc3)c2)cc1C,438.1613283,4.30154,0.549140252
Cc1noc(C)c1CCC(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1,385.1096271,3.75744,0.719646808
CCN(Cc1ccc(F)c(F)c1)C1COCC1O,257.1227352,1.5464,0.887927986
CCC(Oc1ccc(Cl)cc1)C(=O)n1cc(C(=O)OC)c2ccccc21,371.0924357,4.5791,0.615857413
CCn1nc(CC(C)C)cc1C(=O)NCc1ccc(C)o1,289.179027,2.93292,0.889112906
O=C(NCc1ocnc1C(=O)N1CC(C(=O)O)C1)OCC1c2ccccc2-c2ccccc21,447.1430354,2.8699,0.59576942
CCSc1ccccc1C(=O)N1CCN(C(=O)c2cnn3ccccc23)CC1,394.1463469,3.0445,0.63846606
O=C1NC(CCc2ccccc2)C(=O)N1CC(O)C(F)(F)F,316.103477,1.4628,0.808221821
COc1ccc(C=C2Oc3ccccc3N(CC(=O)NCCc3ccc(OC)c(OC)c3)C2=O)cc1,488.1947366,3.8378,0.460905737
Cc1nn(CCCC(=O)NCc2cccc(Br)c2)c(=O)c2c1sc1ccccc12,469.04596,4.77872,0.441376065
O=C1NC2(CCN(C(=O)NC3CCCCC3)CC2)Nc2c(Cl)cccc21,376.1666037,3.3297,0.703440017
CCCCCc1c(N)cc(C#N)n1CCOc1ccccc1OC,327.194677,3.76228,0.71167679
O=C(Nc1cnn(-c2ncc(N3CCCC3)cn2)c1)c1cccc(C(F)(F)F)c1,402.1415938,3.5336,0.72261902
Cc1cc(F)cc(NC(=O)C(CCC(=O)O)NC(=O)OCC2c3ccccc3-c3ccccc32)c1,476.1747501,4.84472,0.431386142
Cc1cc(C(=O)NC2CC(O)C(CO)C2)c(C)o1,253.1314081,0.75804,0.742326677
COc1cc(C(=O)NCc2ccccc2CN2CCCCC2)cc(OC)c1Br,446.1205048,4.3822,0.684668234
O=C(C=Cc1ccccc1Cl)Nc1ccc(Cl)c([N+](=O)[O-])c1,336.0068475,4.5535,0.505160039
CC(NC(=O)C(c1ccccc1)c1ccccc1)C1CC2CCC1C2,333.2092645,4.7594,0.839622734
COc1ccc(Cn2c(CCC(=O)NCc3ccccn3)nc3ncccc3c2=O)cc1,429.1800896,2.4924,0.462064244
O=C(C=Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)OCc1c(F)cccc1Cl,439.0656496,3.2566,0.509980384
Cc1ccc(Cl)cc1N(CC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1)S(C)(=O)=O,490.0520835,4.93752,0.475053957
CCCCNCC(O)COC1CCC2CCNC2C1,270.2307282,1.2842,0.581747199
CC(C)(C)NC(=O)Nc1ccccc1C(N)=O,235.1320768,1.7055,0.728590837
CC(C)OC(=O)c1ccc(Cn2nnc3sc(-c4ccccc4)cc3c2=O)cc1,405.1147125,4.1335,0.466806049
CCc1nn(C)c(Cl)c1CN1CCN(c2ncnc3nc[nH]c23)CC1,360.1577704,1.6244,0.761392216
CSc1ccc(S(=O)(=O)NCc2cccc(CN3CCCC3)c2)cc1C(=O)N1CCCCC1,487.1963339,4.1089,0.567753615
CS(=O)(=O)NCCc1ccc(C(=O)NC2CCCc3ccccc32)cc1,372.1507636,2.5857,0.818345774
CC(CC(=O)N1CCCC1)c1ccccc1,217.1466642,2.8026,0.762060726
O=C1CSC(=C[N+](=O)[O-])N1c1ccc(OC(F)(F)F)cc1,320.0078624,2.7406,0.6323161
O=C(Nc1nc2ccc(Cl)cc2s1)c1ccc(S(=O)(=O)N2CCCC2)cc1,421.0321611,3.9865,0.690368649
Cc1nn(CCC(=O)Nn2c(C)nc3sc4c(c3c2=O)CCCC4)cc1[N+](=O)[O-],416.1266741,2.21874,0.502134363
Cc1ccc(-c2nc(CC(=O)OCC(=O)c3ccc[nH]3)cs2)cc1,340.0881634,3.41522,0.551189671
COC(=O)C1C(=O)C2=C(CC1C)NC(C)=C(C(=O)OC1CCCCC1)C2c1cccc([N+](=O)[O-])c1,482.2053013,4.0837,0.288007149
CNS(=O)(=O)c1cc(-c2ccc(NCc3cccc(C)c3)nn2)ccc1C,382.1463469,3.28064,0.683460961
CN1CCC(NC(=O)c2ccoc2)C1c1ccc(Cl)c(F)c1,322.0884337,3.2473,0.943210207
Cc1ccc(-n2ccn3c(CCCC(=O)NCCCc4ccccc4)nnc3c2=O)cc1C,443.2321252,3.56874,0.40115152
Cc1ccc([N+](=O)[O-])cc1NC(=O)CCc1c(C)nc(N2CCOCC2)[nH]c1=O,401.1699188,1.70284,0.556330866
CCOC(=O)c1cccc(NC(=O)C(C)n2c(C)c3cnn(-c4ccccc4)c(=O)c3c2C)c1,458.1954053,4.18044,0.437520272
CC(C)C1CN(C(=O)c2c[nH]c(=O)[nH]c2=O)CCCN1CC1CC1,334.2004907,0.6457,0.845788334
CC(NC(=O)Cn1c(=O)[nH]c2ccccc2c1=O)C(=O)O,291.0855205,-0.7209,0.686002851
CCN1CCN(C(=O)C2CCCN(c3nccc(C)n3)C2)CC1,317.2215605,1.16552,0.837402504
FC(F)(F)Oc1ccccc1CN1CC(c2nc(-c3cccnc3)no2)C1,376.1147104,3.6296,0.677640928
O=c1scnn1Cc1nc2ccc(F)cc2o1,251.0164757,1.6334,0.694197956
Cc1ccc(S(=O)(=O)c2c(C)cc(C)n(CC(=O)Nc3cccc(C)c3C)c2=O)cc1,438.1613283,3.8619,0.655456647
CN(C)C=CC(=O)c1ccc(F)cc1O,209.0852068,1.7893,0.609100305
CCN(CC(=O)NCc1cccs1)c1ncnc2scc(-c3ccc(F)cc3)c12,426.0984314,4.7016,0.465322907
O=S(=O)(c1cccc(CSc2nnc(Nc3ccccc3)s2)c1)N1CCOCC1,448.0697535,3.5949,0.552985373
COc1cccc(C=Nc2cc(C(=O)O)ccc2C)c1OC(C)C(=O)O,357.1212373,3.30432,0.736658408
CCOc1cccc(N2C(=O)NC(=O)C(=Cc3cccn3-c3ccc(Cl)cc3)C2=O)c1,435.0985837,4.1958,0.480886859
CC(NC(=O)NCCC1CCCCO1)c1cn(-c2ccccc2)nn1,343.200825,2.5867,0.844613479
COc1ccc(C2C3CCCCC3(O)CCN2C(=O)C=Cc2ccccc2)c(OC)c1,421.2253085,4.6119,0.716426839
CC1=CCN(Cc2cn[nH]c2-c2ccc(F)cc2)CC1,271.1484758,3.3678,0.867957944
O=C(NCCC1CCCC1)C1CCN(c2nc3ccccc3o2)CC1,341.2103271,3.7407,0.899883499
Cc1ccc(N2C(=O)NC(=O)C(=CNCCN3CCOCC3)C2=O)cc1,358.1641052,0.38352,0.449371871
Cc1cc(C(=O)NCC(F)(F)F)on1,208.0459621,1.27512,0.795811901
CCNC(=O)C1CC(N)CN1C(=O)c1ccc(Cn2nc(C)cc2C)cc1,369.2164751,1.22614,0.8288495
Cc1ccc(C)c(C2CN(CCS(C)(=O)=O)C(C)CO2)c1,311.1555147,2.10984,0.854265126
COc1cccc(-c2cc3c(N4CCCC4)nccn3n2)c1,294.1480612,3.0051,0.744511974
CCCCC1(C)NCCc2sccc21,209.1238206,3.2992,0.805156217
COCCNC(c1ccccc1)C(O)c1ccccc1,271.1572289,2.6973,0.760798861
CCc1nn2c(O)cc(COC)nc2c1-c1ccc(F)cc1,301.122655,2.9498,0.804620997
CC(CCNC(=O)CCNS(C)(=O)=O)c1ccccc1,298.1351136,1.2357,0.757886252
Cc1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(OC(C)C)c(Br)c1,476.968751,4.89932,0.50086591
CC(C(=O)N1CCCC1)C1CCC2(C)CCC(NC(=O)Cc3ccccc3)C(C)C2C1O,440.3038931,3.7957,0.731791934
CC(C)(C)c1nccc(CC2C(NCC3CCOCC3)CC(O)C2CO)n1,377.267842,1.6907,0.699302006
Cc1cc(C(=O)NC(c2ccccc2)c2nc3ccccc3n2C)no1,346.1429758,3.38912,0.614652777
Cc1occc1C(=O)N1CCCC2(CCNC2=O)C1,262.1317424,1.33032,0.830173859
CC(C)(C)c1cc(C(=O)N2CCN(S(=O)(=O)c3cccc4nsnc34)CC2)no1,435.1034962,2.1235,0.619685563
CC1(c2ccccc2)NC(=O)N(NC(=O)c2cnccn2)C1=O,311.1018393,0.5886,0.807272338
Cc1ccc(NC(=O)NCc2nnc(C(=O)Nc3ccc(F)cc3)s2)c(Cl)c1,419.0619016,4.21302,0.576697972
Cc1ccc(OC2CCCN(C(=O)NCc3cccs3)C2)nn1,332.1306969,2.59952,0.934368463
Cc1nc(N(C)C)nc(C)c1NC(=O)Nc1ccc(F)cc1,303.1495384,2.94254,0.914345278
Cc1cc(=O)oc2c3c(cc(OCC(=O)NC(CO)C(C)C)c12)OC(C)(C)CC3,403.1994876,2.71692,0.719967375
NC1C2CCC(C2)C1C(=O)N1CCC(c2nc3cc(F)ccc3[nH]2)CC1,356.2012396,2.7814,0.868775068
CCC(CO)N(Cc1cccs1)C(=O)c1cc2ccccc2oc1=O,357.1034791,3.2678,0.687519374
CS(=O)(=O)N1CCC(C(=O)NCCSCc2ccccc2)Oc2ccc(Cl)cc21,454.0787769,3.3067,0.649395663
CC1CC(N2CCCC(CO)C2)CC(C)(C)C1,239.2249145,2.9055,0.800702287
COc1cc2c(cc1OC)C(=O)CC1=C(CCC2)COC1=O,302.1154237,2.4663,0.785363359
